name,bucklingStiffnessWarp,bendingBias,bucklingRatioWeft,bucklingStiffnessBias,bucklingRatioWarp,bucklingRatioWias,thickness,bendingWeft,bendingWarp,shear,stretchWarp,stretchWeft,internalDamping,density,bucklingStiffnessWeft,friction
Rib,0.0,418.0908203125,0.0,0.0,0.0,0.0,1.0,57.9833984375,778.1982421875,3198.517578125,19525.3046875,7935.455078125,9.999999747378752e-05,161.11111450195312,0.0,0.029999999329447746
DoubleJersey,0.0,878.90625,0.0,0.0,0.0,0.0,0.9300000071525574,387.5732421875,1370.2392578125,46646.1484375,232924.03125,74028.0,9.999999747378752e-05,223.23233032226562,0.0,0.029999999329447746
Velvet,0.0,244.140625,0.0,0.0,0.0,0.0,1.100000023841858,192.2607421875,296.0205078125,22681.111328125,360000.0,360000.0,9.999999747378752e-05,150.0,0.0,0.029999999329447746
Vinyl,0.0,99996.953125,0.0,0.0,0.0,0.0,1.1399999856948853,99996.953125,99996.953125,1000000.0,1000000.0,1000000.0,9.999999747378752e-05,658.080810546875,0.0,0.029999999329447746
Vinyl,0.0,49975.5859375,0.0,0.0,0.0,0.0,1.350000023841858,49954.22265625,49996.94921875,890000.0,890000.0,890000.0,9.999999747378752e-05,567.1717529296875,0.0,0.029999999329447746
Vinyl,0.0,99996.953125,0.0,0.0,0.0,0.0,1.3200000524520874,99996.953125,99996.953125,129999.9921875,129999.9921875,129999.9921875,9.999999747378752e-05,689.3939208984375,0.0,0.029999999329447746
Vinyl,0.0,13278.19921875,0.0,0.0,0.0,0.0,0.800000011920929,24996.94921875,1559.4482421875,979999.9375,979999.9375,979999.9375,9.999999747378752e-05,281.81817626953125,0.0,0.029999999329447746
Tencel,0.0,512.6953125,0.0,0.0,0.0,0.0,0.44999998807907104,436.4013671875,588.9892578125,1009.7769775390625,90200.546875,98342.0859375,9.999999747378752e-05,221.21212768554688,0.0,0.029999999329447746
Vinyl,0.0,99996.953125,0.0,0.0,0.0,0.0,0.7599999904632568,99996.953125,99996.953125,1000000.0,1000000.0,1000000.0,9.999999747378752e-05,892.4242553710938,0.0,0.029999999329447746
Chiffon,0.0,42.724609375,0.0,0.0,0.0,0.0,0.20000000298023224,15.2587890625,70.1904296875,3397.677734375,250000.0,130675.046875,9.999999747378752e-05,80.8080825805664,0.0,0.029999999329447746
VeganLeather,0.0,7424.9267578125,0.0,0.0,0.0,0.0,0.7900000214576721,5471.8017578125,9378.0517578125,272267.1875,770000.0,731430.1875,9.999999747378752e-05,308.080810546875,0.0,0.029999999329447746
Vinyl,0.0,17968.75,0.0,0.0,0.0,0.0,0.6299999952316284,12496.9482421875,23440.55078125,1000000.0,1000000.0,1000000.0,9.999999747378752e-05,327.77777099609375,0.0,0.029999999329447746
Vinyl,0.0,4684.4482421875,0.0,0.0,0.0,0.0,0.30000001192092896,1559.4482421875,7809.4482421875,1000000.0,1000000.0,1000000.0,9.999999747378752e-05,113.13130950927734,0.0,0.029999999329447746
Tweeds,0.0,5468.75,0.0,0.0,0.0,0.0,2.200000047683716,4690.5517578125,6246.9482421875,9365.482421875,259999.984375,259999.984375,9.999999747378752e-05,380.8080749511719,0.0,0.029999999329447746
